Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,630757600,,630757600,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,63"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,72991600,,72991600,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,07"
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,2107116,,2107116,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,0
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Fortalecimiento de la investigación y caracterización de materiales geológicos en territorio  nacional,,688600000,,688600000,2103,Inversión,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,69"
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Ampliación del conocimiento del potencial mineral en el territorio  nacional,,4820200000,,4820200000,2103,Inversión,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"4,82"
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Ampliación del conocimiento geocientífico básico del territorio  nacional,,4682480000,,4682480000,2103,Inversión,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"4,68"
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Investigación monitoreo y evaluación de amenazas geológicas del territorio  nacional,,8400920000,179036000,8579956000,2103,Inversión,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"8,58"
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Investigación y desarrollo geocientífico de hidrocarburos en el territorio  nacional,,275440000,,275440000,2103,Inversión,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,28"
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,"Contribución al desarrollo de la gestión y seguridad radiológica, nuclear e isotópica de los laboratorios e instalaciones del servicio geológico colombiano.  bogotá",,3580720000,,3580720000,2103,Inversión,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"3,58"
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la infraestructura física de la agencia nacional de minería a nivel  nacional,,3443000000,,3443000000,2103,Inversión,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"3,44"
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Optimización de los sistemas: planeación y gestión (mipg) y el sistema integrado de gestión (sig) de la agencia nacional de minería bogotá,,1239480000,,1239480000,2103,Inversión,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"1,24"
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Modernización de los datacenter principal y alterno del servicio geológico colombiano  nacional,,1055851823,12984558356,14040410179,2103,Inversión,Servicio geológico colombiano,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"14,04"
Gastos de personal,Planta de personal permanente,Salario,,,11666178568,11666178568,2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"11,67"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,4489787685,4489787685,2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"4,49"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,1635178481,1635178481,2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"1,64"
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,"578156823,2","578156823,2",2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,58"
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,"110693827,2","110693827,2",2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,11"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,2291983065,2291983065,2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"2,29"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,131522600,131522600,2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,13"
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,"513276931,2","513276931,2",2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,51"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,162805698,162805698,2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,16"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,"44130996,8","44130996,8",2109,Funcionamiento,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,04"
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Asesoria en la articulación de acciones para la expansión del sub sector eléctrico a nivel     nacional,,,2520348303,2520348303,2109,Inversión,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"2,52"
Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Fortalecimiento de la gestión socio ambiental para el desarrollo de una minería bien hecha en el territorio  nacional,,,2802849508,2802849508,2109,Inversión,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"2,8"
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Consolidación integral de información minero energética a nivel  nacional,,,5568094543,5568094543,2109,Inversión,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"5,57"
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Asesoria para la planeación integral del sector minero energético a nivel   nacional,,,11550441623,11550441623,2109,Inversión,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"11,55"
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Asesoria para la investigación y proyección integrada de demanda minero energética.  nacional,,,4997646805,4997646805,2109,Inversión,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,5
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la infraestructura física de la agencia nacional de minería a nivel  nacional,,,751813480,751813480,2109,Inversión,Unidad de planeación minero energética - upme,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,75"
Gastos de personal,Planta de personal permanente,Salario,,4812933893,1115954800,5928888693,2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"5,93"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,2086767870,"219854830,8",2306622701,2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"2,31"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,"595874501,2","371367488,8",967241990,2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,97"
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,28921200,,28921200,2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,03"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,3411304180,3086814764,6498118944,2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"6,5"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),"595754684,8",,"595754684,8",2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,6"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),"212221011,2",,"212221011,2",2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,21"
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,9429688400,9429688400,2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"9,43"
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios prestados a las empresas y servicios de producción,8261266411,13270699200,21531965611,2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"21,53"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,309801140,,309801140,2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,31"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,"166562699,6",,"166562699,6",2110,Funcionamiento,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,17"
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Diseño y estructuración de  soluciones tecnológicas apropiadas de generación de energía eléctrica en las zonas no interconectadas del país   nacional,,5276667431,5454474969,10731142400,2110,Inversión,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"10,73"
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,"Desarrollo e implementación de proyectos energéticos sostenibles en las zonas no interconectadas, zni  nacional",,10689702101,13772000000,24461702101,2110,Inversión,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"24,46"
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Actualización ampliación de la cobertura de telemetría y monitoreo de variables energéticas en las zonas no interconectadas.  nacional,,2089212400,,2089212400,2110,Inversión,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"2,09"
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Inventario actualizar el inventario de los activos eléctricos del instituto de planificación y promoción de soluciones energéticas ipse   nacional,,10485359376,,10485359376,2110,Inversión,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"10,49"
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la infraestructura física de la agencia nacional de minería a nivel  nacional,,1638868000,,1638868000,2110,Inversión,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"1,64"
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Optimización de los sistemas: planeación y gestión (mipg) y el sistema integrado de gestión (sig) de la agencia nacional de minería bogotá,,10535580000,,10535580000,2110,Inversión,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"10,54"
Gastos de personal,Planta de personal permanente,Salario,,,21901319634,21901319634,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"21,9"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,8069178687,8069178687,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"8,07"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,3607922454,3607922454,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"3,61"
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,1127717466,1127717466,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"1,13"
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,106733000,106733000,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,11"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,13527804536,13527804536,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"13,53"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,,"632592030,4","632592030,4",2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,63"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Transferencias de excedentes financieros a la nación (art. 16 eop),,410492225880,410492225880,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"410,49"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,123948000,123948000,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,12"
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,5499985920,5499985920,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"5,5"
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios prestados a las empresas y servicios de producción,,87420386680,87420386680,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"87,42"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,1256898826,1256898826,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"1,26"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,4144683400,4144683400,2111,Funcionamiento,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"4,14"
Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Fortalecimiento en la implementación del modelo de promoción para incrementar la inversión  nacional,,,11294165321,11294165321,2111,Inversión,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"11,29"
Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Aprovechamiento de hidrocarburos en territorios social y ambientalmente sostenibles a nivel  nacional,,,48202000000,48202000000,2111,Inversión,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"48,2"
Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Fortalecimiento de la ciencia y tecnología para el sector hidrocarburos a nivel   nacional,,,19280800000,19280800000,2111,Inversión,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"19,28"
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Identificación de recursos exploratorios de hidrocarburos  nacional,,,261668000000,261668000000,2111,Inversión,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"261,67"
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de las tecnologías de la información y las comunicaciones para la transformación digital de la agencia nacional de hidrocarburos a nivel   nacional - [previo concepto dnp],,,23687840000,23687840000,2111,Inversión,Agencia nacional de hidrocarburos - anh,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"23,69"
Gastos de personal,Planta de personal permanente,Salario,,14977187720,16346763541,31323951261,2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"31,32"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,4469036035,8187744589,12656780624,2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"12,66"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,"101345393,6",4929221906,5030567300,2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"5,03"
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,1973191563,1973191563,2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"1,97"
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,65843932,"40463513,2","106307445,2",2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,11"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,5150860211,23093408804,28244269016,2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"28,24"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Transferir a la upme ley 143 de 1994,6006123446,6088446954,12094570400,2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"12,09"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,82632000,82632000,2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,08"
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,42755174000,42755174000,2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"42,76"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,"176679610,8","176679610,8",2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,18"
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,2754400,2754400,2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,0
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,"799799259,6","799799259,6",2112,Funcionamiento,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"0,8"
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Mejoramiento de la seguridad en el desarrollo de la actividad minera  nacional,,4378537496,4096525925,8475063421,2112,Inversión,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"8,48"
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Mejoramiento de los estándares de la actividad minera de pequeña y mediana escala a nivel  nacional,,4043771955,3503559485,7547331440,2112,Inversión,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"7,55"
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Optimización de las condiciones técnicas y legales de la información del sistema integrado de gestión minera con las solicitudes pendientes a 2018  nacional,,3478670341,6161729659,9640400000,2112,Inversión,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"9,64"
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Fortalecimiento de los mecanismos de promoción del sector minero  nacional,,1552551106,2750016315,4302567420,2112,Inversión,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"4,3"
Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Fortalecimiento de la gestión socio ambiental para el desarrollo de una minería bien hecha en el territorio  nacional,,"409986146,2","726203853,8",1136190000,2112,Inversión,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"1,14"
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la infraestructura física de la agencia nacional de minería a nivel  nacional,,"893544581,9",1582725466,2476270047,2112,Inversión,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"2,48"
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Optimización de los sistemas: planeación y gestión (mipg) y el sistema integrado de gestión (sig) de la agencia nacional de minería bogotá,,"496952905,2","880247094,8",1377200000,2112,Inversión,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"1,38"
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de los servicios de la anm soportados en las tecnologías de la información y las comunicaciones  bogotá,,2735670599,4845662569,7581333168,2112,Inversión,Agencia nacional de minería - anm,21,Minas y energía,Comision de regulacion de energia y gas - creg -,210113,2019,"7,58"
Gastos de personal,Planta de personal permanente,Salario,,42971394400,,42971394400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"42,97"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,14904058400,,14904058400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"14,9"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,5153482400,,5153482400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"5,15"
Gastos de personal,Personal supernumerario y planta temporal,Salario,,283703200,,283703200,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,28"
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,118439200,,118439200,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,12"
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,11017600,,11017600,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,01"
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,5508800,,5508800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,01"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,61479144019,,61479144019,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"61,48"
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Centro regional para el fomento del libro en america latina y el caribe.cerlalc. (ley 65 de 1986),398010800,,398010800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,4"
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Comision fulbright - convenio de 1957,133588400,,133588400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,13"
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,"Organización de los estados iberoamericanos para la educacion, la ciencia y la cultura -oei- ley 28 de 1960, ley 30 de 1989.",352563200,,352563200,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,35"
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Secretaria ejecutiva permanente del convenio andres bello ley 122 de 1985; ley 20 de 1973 y ley 20 de 1992. -secab.,158378000,,158378000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,16"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Biblioteca publica piloto (decreto 1052 de 2006),3011936400,,3011936400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"3,01"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Educacion de ninas y ninos en situaciones especiales,988829600,,988829600,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,99"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto superior de educacion tecnica profesional de roldanillo (decreto 1052 de 2006),6173987600,,6173987600,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"6,17"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto nacional de formacion tecnica profesional de cienaga (decreto 1052 de 2006),4489672000,,4489672000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"4,49"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto superior de educacion rural de pamplona-iser (decreto 1052 de 2006),6249733600,,6249733600,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"6,25"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto tecnico agricola  -ita de buga - (decreto 1052 de 2006),4577812800,,4577812800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"4,58"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto tecnologico de putumayo (decreto 1052 de 2006),4149503600,,4149503600,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"4,15"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto tecnologico de soledad atlantico - itsa (decreto 1052 de 2006),6551340400,,6551340400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"6,55"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Instituto tecnologico pascual bravo - medellin- (decreto 1052 de 2006),15011480000,,15011480000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"15,01"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Mejoramiento de la ensenanza de las lenguas extranjeras en educacion basica,407651200,,407651200,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,41"
