Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento y renovación de la capacidad de movilidad terrestre y despliegue de la fuerza aérea colombiana a nivel  nacional,,4820200000.0,,4820200000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Fuerza aerea,150105
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Incremento y recuperación del alojamiento militar en la fuerza aérea colombiana con el fin de soportar las operaciones aéreas a nivel   nacional,,4131600000.0,,4131600000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Fuerza aerea,150105
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Incremento de la capacidad de seguridad y defensa de la fuerza aerea colombiana  nacional,,6886000000.0,,6886000000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Fuerza aerea,150105
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la calidad educativa de las instituciones de educación superior y sus programas en la fuerza aérea colombiana  nacional,,1239480000.0,,1239480000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Fuerza aerea,150105
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,"Fortalecimiento de los sistemas de armas, auto protección y suministro de armamento aéreo para la fac a nivel  nacional",,36633520000.0,,36633520000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Fuerza aerea,150105
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel  nacional,,6886000000.0,,6886000000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Fuerza aerea,150105
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,"Optimización de los procesos de control, inspección y vigilancia fortaleciéndola con los sistemas de información de la superintendencia de vigilancia y seguridad privada.   bogotá",,2754400000.0,,2754400000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Fuerza aerea,150105
Generación de bienestar para la fuerza pública y sus familias,Intersubsectorial defensa y seguridad,Fortalecimiento de la prestación de los servicios de salud de los establecimientos de sanidad militar de las fuerzas militares   nacional,,16526400000.0,,16526400000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Salud,150111
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,"Optimización de los procesos de control, inspección y vigilancia fortaleciéndola con los sistemas de información de la superintendencia de vigilancia y seguridad privada.   bogotá",,11017600000.0,,11017600000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Salud,150111
"Desarrollo marítimo, fluvial y costero desde el sector defensa",Intersubsectorial defensa y seguridad,Implementación del plan nacional de infraestructura a nivel  nacional,,17486308400.0,,17486308400.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Desarrollo marítimo, fluvial y costero desde el sector defensa",Intersubsectorial defensa y seguridad,Desarrollo de la agenda científica para la autoridad marítima y fluvial a nivel  nacional,,4919358400.0,,4919358400.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Desarrollo marítimo, fluvial y costero desde el sector defensa",Intersubsectorial defensa y seguridad,Fortalecimiento del sistema de seguridad integral marítima y fluvial a nivel  nacional,,129706073200.0,,129706073200.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Desarrollo marítimo, fluvial y costero desde el sector defensa",Intersubsectorial defensa y seguridad,Optimización de la gestión de los asuntos internacionales de la dirección general marítima a nivel  nacional,,2341240000.0,,2341240000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel  nacional,,1170620000.0,,1170620000.0,1501,C. inversion,Ministerio de defensa nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Salario,,,5894523421.599999,5894523421.599999,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,1966441906.0,1966441906.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,386706742.4,386706742.4,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,356077814.4,356077814.4,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Personal supernumerario y planta temporal,Salario,,,15472842.0,15472842.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,,3124866.8,3124866.8,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,227962407.2,227962407.2,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,9828894639.8984,9828894639.8984,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,,81286475.6,81286475.6,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),,2739542766.4,2739542766.4,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),,21504978.0,21504978.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),,201953985.2,201953985.2,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Asignaciones de retiro (no de pensiones),3791247911818.4,325827485566.0,4117075397384.4,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Auxilios funerarios (no de pensiones),2754400000.0,,2754400000.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Aporte prevision social servicios medicos (no de pensiones),289751089790.8,,289751089790.8,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,"Bienestar social afiliados de la caja de retiro de las fuerzas militares y la caja de sueldos de retiro de la policía nacional, decretos 2002 y 2003 de 1984 (no de pensiones)",,289212000.0,289212000.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,75746000000.0,75746000000.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,32219894229.6,32219894229.6,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios de venta y de distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",,1136403466.0,1136403466.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios financieros y servicios conexos, servicios inmobiliarios y servicios de leasing",,1140486864.0,1140486864.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios prestados a las empresas y servicios de producción,,2748294872.4,2748294872.4,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios para la comunidad, sociales y personales",,88881733.6,88881733.6,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Disminución de pasivos,Cesantías,,,,775979208.4,775979208.4,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,2366029600.0,2366029600.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,964040000.0,964040000.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,4531952040.0,542272500.0,5074224540.0,1503,A. funcionamiento,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Grupo social y empresarial de la defensa (gsed) competitivo,Intersubsectorial defensa y seguridad,Apoyo en la estructuración de la factibilidad para la restauración física y puesta en operación de los bienes inmuebles de cremil en el centro internacional tequendama  bogotá - [previo concepto dnp],,,4820200000.0,4820200000.0,1503,C. inversion,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,"Optimización de los procesos de control, inspección y vigilancia fortaleciéndola con los sistemas de información de la superintendencia de vigilancia y seguridad privada.   bogotá",,,4340439985.2,4340439985.2,1503,C. inversion,Caja de retiro de las fuerzas militares,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Salario,,,3774905200.0,3774905200.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,1309717200.0,1309717200.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,382861600.0,382861600.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,183167600.0,183167600.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,13336804800.0,13336804800.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,,2308187200.0,2308187200.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),,223106400.0,223106400.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,192808000.0,192808000.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,55088000.0,55088000.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Laudos arbitrales,,27544000.0,27544000.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios de la construcción,,2127774000.0,2127774000.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Disminución de pasivos,Cesantías,,,,161132400.0,161132400.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,4139863200.0,4139863200.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,154246400.0,154246400.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,,60596800.0,60596800.0,1507,A. funcionamiento,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Generación de bienestar para la fuerza pública y sus familias,Intersubsectorial defensa y seguridad,Fortalecimiento de las instalaciones de salud de la policía   nacional,,,19384090000.0,19384090000.0,1507,C. inversion,Instituto casas fiscales del ejército,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Salario,,11792963600.0,,11792963600.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,4132977200.0,,4132977200.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,884162400.0,,884162400.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,26166800.0,,26166800.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,3554553200.0,,3554553200.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Fondo nacional de emergencias,7647591600.0,13221120000.0,20868711600.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),1959755600.0,,1959755600.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),1377200000.0,,1377200000.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,1009487600.0,,1009487600.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Disminución de pasivos,Cesantías,,,275440000.0,,275440000.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,183167600.0,,183167600.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,63351200.0,,63351200.0,1508,A. funcionamiento,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gestión del riesgo de desastres desde el sector defensa y seguridad,Intersubsectorial defensa y seguridad,Mejoramiento de la capacidad de respuesta para intervenir ante la ocurrencia de desastres en el territorio   nacional,,4407040000.0,247896000.0,4654936000.0,1508,C. inversion,"Defensa civil colombiana, guillermo león valencia",15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Salario,,,8373376000.0,8373376000.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,2886611200.0,2886611200.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,550880000.0,550880000.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,389747600.0,389747600.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,816679600.0,816679600.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,1905511348.4659998,1905511348.4659998,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),,2799847600.0,2799847600.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),,20658000.0,20658000.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),,853864000.0,853864000.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,9089520000.0,9089520000.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Agricultura, silvicultura y productos de la pesca",,1790360000.0,1790360000.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",,16702681600.0,16702681600.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Otros bienes transportables (excepto productos metálicos, maquinaria y equipo)",,3852028400.0,3852028400.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Productos metálicos, maquinaria y equipo",,1640245200.0,1640245200.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios de la construcción,,4177047600.0,4177047600.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios de venta y de distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",,5236114400.0,5236114400.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios prestados a las empresas y servicios de producción,,3396175200.0,3396175200.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios para la comunidad, sociales y personales",,5019894000.0,5019894000.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Disminución de pasivos,Cesantías,,,,469625200.0,469625200.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,1020505200.0,1020505200.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,16526400.0,16526400.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,108798800.0,108798800.0,1510,A. funcionamiento,Club militar de oficiales,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Salario,,,5693227738.0,5693227738.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,1920720243.2,1920720243.2,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,598723928.0,598723928.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,497255963.59999996,497255963.59999996,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Personal supernumerario y planta temporal,Salario,,,18798780.0,18798780.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,,8745220.0,8745220.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,164988560.0,164988560.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,10257888109.9816,10257888109.9816,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,,14227853.2,14227853.2,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),,2844422055.2,2844422055.2,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),,10035656.4,10035656.4,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),,1518021454.3999999,1518021454.3999999,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Asignaciones de retiro (no de pensiones),3651224595774.8,344609093259.2,3995833689034.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Aporte prevision social servicios medicos (no de pensiones),264676504417.6,,264676504417.6,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,"Bienestar social afiliados de la caja de retiro de las fuerzas militares y la caja de sueldos de retiro de la policía nacional, decretos 2002 y 2003 de 1984 (no de pensiones)",,1506692607.2,1506692607.2,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,31211253607.6,,31211253607.6,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,9284662354.0,5175939023.2,14460601377.199999,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios financieros y servicios conexos, servicios inmobiliarios y servicios de leasing",,81962680.8,81962680.8,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios prestados a las empresas y servicios de producción,,538994764.0,538994764.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Adquisición de activos financieros,Concesión de préstamos,A personas naturales,Fondo de prestamos,,2871076384.0,2871076384.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
