,Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
1322,Salud pública y prestación de servicios,Intersubsectorial salud,Fortalecimiento de la capacidad institucional en la provisión de bienes y servicios de interés para la salud pública  nacional,,2310429543,1361775360,3672204903.0,1903,Inversión,Instituto nacional de salud (ins),19,Salud y protección social,2019,"3,67"
1323,Salud pública y prestación de servicios,Intersubsectorial salud,Renovación tecnológica de los laboratorios del ins  nacional,,5509912778,,5509912778.0,1903,Inversión,Instituto nacional de salud (ins),19,Salud y protección social,2019,"5,51"
1324,Salud pública y prestación de servicios,Intersubsectorial salud,Fortalecimiento  de la capacidad resolutiva del  laboratorio nacional de referencia y redes de laboratorios de salud pública.  nacional,,8441268582,425554800,8866823382.0,1903,Inversión,Instituto nacional de salud (ins),19,Salud y protección social,2019,"8,87"
1325,Salud pública y prestación de servicios,Intersubsectorial salud,Mejoramiento de la situación nutricional de la población  a nivel   nacional,,"464645244,8","100006755,2",564652000.0,1903,Inversión,Instituto nacional de salud (ins),19,Salud y protección social,2019,"0,56"
1326,Salud pública y prestación de servicios,Intersubsectorial salud,Fortalecimiento del análisis de información en salud para la toma de decisiones en el ámbito  nacional,,1014231791,170221920,1184453711.0,1903,Inversión,Instituto nacional de salud (ins),19,Salud y protección social,2019,"1,18"
1327,Salud pública y prestación de servicios,Intersubsectorial salud,Fortalecimiento de la coordinación de las  redes de bancos de sangre y de  donación y trasplantes  nacional,,1827836366,425554800,2253391166.0,1903,Inversión,Instituto nacional de salud (ins),19,Salud y protección social,2019,"2,25"
1328,Salud pública y prestación de servicios,Intersubsectorial salud,Investigación en salud pública y biomedicina  nacional,,2532175008,442576992,2974752000.0,1903,Inversión,Instituto nacional de salud (ins),19,Salud y protección social,2019,"2,97"
1329,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,"Fortalecimiento construcción, adecuación y mantenimiento de infraestructura física del instituto nacional de salud  nacional",,2486793514,382999320,2869792834.0,1903,Inversión,Instituto nacional de salud (ins),19,Salud y protección social,2019,"2,87"
1330,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Fortalecimiento institucional en la gestión administrativa y de apoyo del invima a nivel  nacional,,2699312000,,2699312000.0,1903,Inversión,Instituto nacional de salud (ins),19,Salud y protección social,2019,"2,7"
1331,Gastos de personal,Planta de personal permanente,Salario,,3470544000,53573899434,57044443434.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,"57,04"
1332,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,21253820790,21253820790.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,"21,25"
1333,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,6497187519,6497187519.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,"6,5"
1334,Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,6292418537,6292418537.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,"6,29"
1335,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,30025936351,30025936351.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,"30,03"
1336,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,"726680957,2",726680957.2,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,"0,73"
1337,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,780114940,780114940.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,"0,78"
1338,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,92272400,92272400.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,"0,09"
1339,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,4255548,4255548.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,0
1340,"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,4255548,4255548.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,0
1341,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,286540232,286540232.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,2019,"0,29"
1342,Aseguramiento y administración del sistema general de la seguridad social en salud - sgsss,Intersubsectorial salud,Optimización del uso de los mecanismos  de conciliación y facultad jurisdiccional en el sistema general de seguridad social en salud dispuestos por la superintendencia nacional de salud  nacional,,,1460099383,1460099383.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,2019,"1,46"
1343,"Inspección, vigilancia y control",Intersubsectorial salud,"Fortalecimiento de la inspección, vigilancia y control realizada por la superintendencia nacional de salud al sistema general de seguridad social en salud, a nivel  nacional",,,38286456656,38286456656.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,2019,"38,29"
1344,"Inspección, vigilancia y control",Intersubsectorial salud,Mejoramiento del conocimiento  de los grupos de interés de las acciones de ivc de la supersalud y la normatividad y disposiciones del sgsss   nacional,,,5924082552,5924082552.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,2019,"5,92"
1345,"Inspección, vigilancia y control",Intersubsectorial salud,Fortalecimiento de la arquitectura tecnológica y los procesos asociados a la gestión de las tecnologías de la información y las comunicaciones  nacional,,,20465848057,20465848057.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,2019,"20,47"
1346,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Fortalecimiento de las competencias funcionales y comportamentales del talento humano de la supersalud  nacional,,,1079269326,1079269326.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,2019,"1,08"
1347,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Fortalecimiento del sistema de gestión documental de la superintendencia nacional de  salud  nacional,,,2569789552,2569789552.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,2019,"2,57"
1348,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Optimización de la prestación de servicios y provisión de soluciones de tecnologías de la información y la comunicaciones -tic de la superintendencia nacional de salud  nacional,,1883475788,14565772729,16449248516.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,2019,"16,45"
1349,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,"Fortalecimiento en la implementación de políticas, criterios, y directrices jurídicas de la superintendencia nacional de salud  nacional",,,2327917229,2327917229.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,2019,"2,33"
1350,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Consolidación del sistema integrado de planeación y gestión de la supersalud a nivel  nacional,,,1032900000,1032900000.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,2019,"1,03"
1351,Gastos de personal,Planta de personal permanente,Salario,,,83070525270,83070525270.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"83,07"
1352,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,34434072380,34434072380.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"34,43"
1353,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,6549678120,6549678120.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"6,55"
1354,Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,2795042549,2795042549.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"2,8"
1355,Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,505432400,505432400.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"0,51"
1356,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,30787471071,30787471071.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"30,79"
1357,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,,10336144914,10336144914.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"10,34"
1358,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,"694723031,2",694723031.2,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"0,69"
1359,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,110176000,110176000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"0,11"
1360,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,8986230,8986230.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"0,01"
1361,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,330693264,330693264.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"0,33"
1362,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,361721580,361721580.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"0,36"
1363,"Inspección, vigilancia y control",Intersubsectorial salud,Fortalecimiento de la arquitectura tecnológica y los procesos asociados a la gestión de las tecnologías de la información y las comunicaciones  nacional,,,12274707875,12274707875.0,1912,Inversión,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"12,27"
1364,"Inspección, vigilancia y control",Intersubsectorial salud,Fortalecimiento   de la inspección  vigilancia y control de los productos competencia del invima a nivel   nacional,,,58362097294,58362097294.0,1912,Inversión,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"58,36"
1365,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Fortalecimiento institucional en la gestión administrativa y de apoyo del invima a nivel  nacional,,,11327252831,11327252831.0,1912,Inversión,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,2019,"11,33"
1366,Gastos de personal,Planta de personal permanente,Salario,,3208176382,,3208176382.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"3,21"
1367,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1004986910,,1004986910.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,1
1368,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,"510372416,4",,510372416.4,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,51"
1369,Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,29038262,27619746,56658008.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,06"
1370,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,3013361619,"716711406,4",3730073025.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"3,73"
1371,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),160056272446,212847697797,372903970243.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"372,9"
1372,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),,2369036028,2369036028.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"2,37"
1373,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),,1999114599,1999114599.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,2
1374,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),"7439634,4",,7439634.4,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,01"
1375,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Auxilios funerarios (no de pensiones),,"142296435,6",142296435.6,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,14"
1376,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bienestar social del pensionado (no de pensiones),"100440573,2",,100440573.2,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,1"
1377,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,5102490193,,5102490193.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"5,1"
1378,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,20389446,20389446.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,02"
1379,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,794341416,,794341416.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,79"
1380,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Contribución - superintendencia financiera de colombia,,,"58132989,2",58132989.2,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,06"
1381,Disminución de pasivos,Cesantías,,,5583836742,,5583836742.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"5,58"
1382,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,"44321050,4",,44321050.4,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,04"
1383,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Fortalecimiento inventario documental del fondo de previsión social del congreso de la republica  bogotá,,,550880000,550880000.0,1913,Inversión,Fondo de previsión social del congreso,19,Salud y protección social,2019,"0,55"
1384,Gastos de personal,Planta de personal permanente,Salario,,2449514775,"82337279,2",2531852055.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"2,53"
1385,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,"832122832,2",,832122832.2,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,83"
1386,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,"419277522,4",,419277522.4,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,42"
1387,Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,,37322120,37322120.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,04"
1388,Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,,"28662286,4",28662286.4,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,03"
1389,Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,27544000,,27544000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,03"
1390,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,"814202057,1",6352319851,7166521908.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"7,17"
1391,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Contribucion superintendencia de salud,,"377665424,4",377665424.4,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,38"
1392,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,"211980001,2",,211980001.2,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,21"
1393,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),"15129919,2",,15129919.2,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,02"
1394,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Indemnizaciones enfermedad general (no de pensiones),,1497016400,1497016400.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"1,5"
1395,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Promocion y prevencion en salud (no de pensiones),,1580474720,1580474720.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"1,58"
1396,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Servicios medicos asistenciales (no de pensiones),,124794008451,124794008451.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"124,79"
1397,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Servicios medicos convencionales (no de pensiones),113710985942,,113710985942.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"113,71"
1398,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,3552557637,3552557637.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"3,55"
1399,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,24789600,24789600.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,02"
1400,"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,56065812,,56065812.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,06"
1401,Gastos de personal,Planta de personal permanente,Salario,,1379890360,,1379890360.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"1,38"
1402,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,521549083,,521549083.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,52"
1403,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,"159448084,4",,159448084.4,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,16"
1404,Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,48202000,9640400,57842400.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,06"
1405,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,6496624995,4078948267,10575573261.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"10,58"
1406,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Gastos de administracion de pensiones, nomina, archivo y otras actividades inherentes decreto 4986 de 2007, decreto 2721 de 2008 y decreto 2601 de 2009",2150497800,,2150497800.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"2,15"
1407,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,"20191129,2",,20191129.2,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,02"
1408,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),437119221392,,437119221392.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"437,12"
1409,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),3993880000,,3993880000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"3,99"
1410,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),1192809446,,1192809446.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"1,19"
1411,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),6886000,,6886000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,01"
1412,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Auxilios funerarios (no de pensiones),1985922400,,1985922400.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"1,99"
1413,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,2502606524,,2502606524.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"2,5"
1414,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,283703200,,283703200.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"0,28"
1415,Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,"Fortalecimiento de la gestión administrativa, tecnológica y operativa del fondo de pasivo social de ferrocarriles nacionales de colombia  nacional",,4407040000,,4407040000.0,1914,Inversión,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,2019,"4,41"
1416,Gastos de personal,Planta de personal permanente,Salario,,23677736861,,23677736861.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"23,68"
1417,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,8602302447,,8602302447.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"8,6"
1418,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,4535282110,,4535282110.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"4,54"
1419,Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,110176000,,110176000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,11"
1420,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,5754887736,,5754887736.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"5,75"
1421,Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organismo internacional de energía atómica. oiea. (ley 16/1960),"103205990,8",,103205990.8,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,1"
1422,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Transferir a la upme ley 143 de 1994,12094932604,,12094932604.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"12,09"
1423,Transferencias corrientes,A entidades del gobierno,A entidades territoriales distintas al sistema general de participaciones,Recursos de oro y platino para los municipios productores decreto 2173/92,42473123440,,42473123440.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"42,47"
1424,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Aportes previsión pensiones vejez jubilados (de pensiones),220352000,,220352000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,22"
1425,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),88140800,,88140800.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,09"
1426,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,6882001988,,6882001988.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"6,88"
1427,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,120732238,,120732238.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,12"
1428,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,4754214216,,4754214216.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"4,75"
1429,Gastos de personal,Planta de personal permanente,Salario,,11724103600,,11724103600.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"11,72"
1430,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,4612242800,,4612242800.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"4,61"
1431,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,3918134000,,3918134000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"3,92"
1432,Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,523336000,,523336000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,52"
1433,Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,26166800,,26166800.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,03"
1434,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,4676317030,,4676317030.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"4,68"
1435,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo empresarial - ley 812 de 2003,5977048000,,5977048000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"5,98"
1436,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),68860000,,68860000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,07"
1437,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,114307600,,114307600.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,11"
1438,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,67482800,,67482800.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,"0,07"
1439,"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,"2987559,96",,2987559.96,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,2019,0
1440,Acceso al servicio público domiciliario de gas combustible,Intersubsectorial minas y energía,Distribución de recursos a usuarios de gas combustible por red de estratos 1 y 2.  nacional,,808170014012,,808170014012.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"808,17"
1441,Acceso al servicio público domiciliario de gas combustible,Intersubsectorial minas y energía,"Apoyo a la financiación de proyectos dirigidos al desarrollo de infraestructura, y conexiones para el uso del gas natural a nivel  nacional",,41316000000,,41316000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"41,32"
1442,Acceso al servicio público domiciliario de gas combustible,Intersubsectorial minas y energía,Distribución de recursos al consumo en cilindros y proyectos de infraestructura de glp  nacional,,124410739200,,124410739200.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"124,41"
