Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Año,Apropiación en precios constantes (2025)
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,110989999999.99861,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,162026753679.998
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,464443999999.9942,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,678010213407.9916
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Prestaciones sociales (no de pensiones),14143999999.999823,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,20647863807.99974
Disminución de pasivos,Cesantías,,,17544999999.99978,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,25612752439.99968
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,2720999999.999966,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,3972202871.999951
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Contribución nacional de valorización,,85999999.99999893,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,125545551.99999844
Gastos de personal,Planta de personal permanente,Salario,,51799999999.99935,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,75619297599.99905
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,18320999999.99977,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,26745582071.99967
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,14217999999.999823,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,20755891375.99974
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,2785999999.999965,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,4067091951.9999495
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,13971999999.999825,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,20396772703.999744
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,487779999999.9939,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,712076852959.9911
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Transferencia al hospital militar central,308025999999.99615,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,449666211631.9944
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,359521999999.9955,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,524841720303.9934
Transferencias corrientes,Prestaciones sociales,Prestaciones de asistencia social,Fondo solidaridad en salud ley 1122 de 2007 (no de pensiones),81260999999.99898,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,118627408151.9985
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,36999999.99999954,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,54013783.99999933
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,7999999.999999899,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,11678655.999999853
Gastos de personal,Planta de personal permanente,Salario,,15051999999.999811,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,21973391263.999725
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,4661999999.999942,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,6805736783.999915
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2122999999.9999735,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,3099223335.9999614
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,662999999.9999917,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,967868615.9999878
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,725999999.9999909,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,1059838031.9999868
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,38753999999.99951,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,56574329327.99929
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Prestaciones sociales (no de pensiones),149999999.99999812,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,218974799.99999726
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",4999999999.999937,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,7299159999.999908
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Otros bienes transportables (excepto productos metálicos, maquinaria y equipo)",3199999999.99996,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,4671462399.999942
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Productos metálicos, maquinaria y equipo",7953999999.999901,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,11611503727.999855
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios de venta y de distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",2999999999.9999623,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,4379495999.999945
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios financieros y servicios conexos, servicios inmobiliarios y servicios de leasing",2089999999.9999738,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,3051048879.999962
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios prestados a las empresas y servicios de producción,19499999999.999756,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,28466723999.999645
Disminución de pasivos,Cesantías,,,159999999.999998,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,233573119.99999708
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,673999999.9999915,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,983926767.9999877
Gastos de personal,Planta de personal permanente,Salario,,4496999999.999944,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,6564864503.999918
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1355999999.999983,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,1979532191.9999754
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,796999999.99999,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,1163486103.9999855
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,501999999.99999374,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,732835663.9999909
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,193999999.9999976,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,283207407.9999965
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,5025999999.999937,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,7337115631.999908
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,999999.9999999874,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,2019,1459831.9999999816
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Traslado de las tecnologías de la información y comunicaciones de las fuerzas militares y el  ministerio de defensa. primera fase fortaleza  nacional,,15220999999.99981,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,22220102871.99972
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,"Fortalecimiento del sistema de ciencia, tecnología e innovación en el sector defensa y seguridad a nivel  nacional",,2499999999.9999685,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,3649579999.999954
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Mejoramiento del sistema de gestión documental del hospital militar central  bogotá,,104933999999.99869,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,153186011087.99808
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,"Optimización del sistema de información logístico """"silog"""" a nivel  nacional",,12199442693.871471,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,17809136826.67978
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Fortalecimiento de los servicios tecnológicos de la unidad de gestión general del ministerio de defensa  nacional,,5299999999.999933,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,7737109599.999903
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Apoyo a  los sistemas de educación y gestión del talento humano de la fuerza pública a nivel  nacional - [previo concepto dnp],,4499999999.999944,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,6569243999.999918
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de las capacidades de ciberdefensa y ciberseguridad del comando general de las ff.mm  nacional,,4499999999.999944,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,6569243999.999918
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de capacidades de operaciones especiales (thor) nacional,,5999999999.999925,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,8758991999.99989
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la infraestructura de la escuela superior de guerra en  bogotá,,2999999999.9999623,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,4379495999.999945
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la plataforma e infraestructura de la red integrada de comunicaciones de las ff.mm  nacional,,6999999999.999912,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,10218823999.999872
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la capacidad tecnológica y de despliegue en operaciones contra los delitos que afectan la libertad personal a nivel  nacional,,2999999999.9999623,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,4379495999.999945
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de las capacidades  de fuegos aéreos para la seguridad y defensa a nivel   nacional,,48695714286.23233,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,71087561977.89912
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Renovación y modernización del equipo aeronáutico de la fac a nivel  nacional,,12796516489.253397,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,18680764259.539764
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la capacidad de mantenimiento aeronáutico para las aeronaves y componentes de la fac a nivel  nacional,,50184572166.71445,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,73261044355.27908
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento del mando y control de la fuerza aérea colombiana a nivel  nacional,,37608598467.905426,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,54902235518.59932
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,"Fortalecimiento de la inteligencia,contrainteligencia y ciberinteligencia de la fac  nacional",,3986934740.05223,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,5820254915.439927
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento y soporte de los servicios a la navegacion aérea de la fuerza aérea para la aviación de estado a nivel  nacional,,2549798929.712428,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,3722278071.1599536
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Ampliación y modernización de los sistemas de combustible de aviación en las unidades fac a nivel  nacional,,58602010729.01466,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,85549090526.55894
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,"Mejoramiento de la investigación, ciencia y tecnología en la fuerza aérea a nivel   nacional",,20966244117.774933,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,30607194082.939617
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la infraestructura en la fuerza aérea colombiana con el fin de soportar las operaciones aéreas a nivel   nacional,,7036960073.337118,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,10272779497.779873
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento y renovación de la capacidad de movilidad terrestre y despliegue de la fuerza aérea colombiana a nivel  nacional,,16386199999.999794,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,23921099118.3997
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel  nacional,,2285714284.780686,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,3336758855.7799582
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de los medios navales para la protección de la soberania  nacional,,83230955500.2894,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,121503212229.89848
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de las capacidades  de fuegos aéreos para la seguridad y defensa a nivel   nacional,,35801144499.70911,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,52263656377.29935
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Renovación y modernización del equipo aeronáutico de la fac a nivel  nacional,,3899999999.9999514,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,5693344799.999929
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la capacidad de mantenimiento aeronáutico para las aeronaves y componentes de la fac a nivel  nacional,,9999999999.999874,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,14598319999.999817
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento del mando y control de la fuerza aérea colombiana a nivel  nacional,,9999999999.999874,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,14598319999.999817
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,"Fortalecimiento de la inteligencia,contrainteligencia y ciberinteligencia de la fac  nacional",,9999999999.999874,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,14598319999.999817
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento y soporte de los servicios a la navegacion aérea de la fuerza aérea para la aviación de estado a nivel  nacional,,18649999999.999767,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,27225866799.99966
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Ampliación y modernización de los sistemas de combustible de aviación en las unidades fac a nivel  nacional,,14217999999.999823,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,20755891375.99974
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la infraestructura en la fuerza aérea colombiana con el fin de soportar las operaciones aéreas a nivel   nacional,,17466999999.999783,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,25498885543.999683
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento y renovación de la capacidad de movilidad terrestre y despliegue de la fuerza aérea colombiana a nivel  nacional,,22499999999.999718,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,32846219999.999588
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de las capacidades  de fuegos aéreos para la seguridad y defensa a nivel   nacional,,78029699999.99902,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,113910253010.39857
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Renovación y modernización del equipo aeronáutico de la fac a nivel  nacional,,41999999999.99947,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,61312943999.99924
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la capacidad de mantenimiento aeronáutico para las aeronaves y componentes de la fac a nivel  nacional,,56499999999.99929,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,82480507999.99896
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento del mando y control de la fuerza aérea colombiana a nivel  nacional,,4999999999.999937,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,7299159999.999908
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,"Fortalecimiento de la inteligencia,contrainteligencia y ciberinteligencia de la fac  nacional",,2999999999.9999623,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,4379495999.999945
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento y soporte de los servicios a la navegacion aérea de la fuerza aérea para la aviación de estado a nivel  nacional,,1999999999.999975,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,2919663999.9999638
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Ampliación y modernización de los sistemas de combustible de aviación en las unidades fac a nivel  nacional,,2999999999.9999623,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,4379495999.999945
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,"Mejoramiento de la investigación, ciencia y tecnología en la fuerza aérea a nivel   nacional",,999999999.9999875,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,1459831999.9999819
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la infraestructura en la fuerza aérea colombiana con el fin de soportar las operaciones aéreas a nivel   nacional,,28433999999.999645,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,41508863087.99948
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento y renovación de la capacidad de movilidad terrestre y despliegue de la fuerza aérea colombiana a nivel  nacional,,3499999999.999956,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,5109411999.999936
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Incremento y recuperación del alojamiento militar en la fuerza aérea colombiana con el fin de soportar las operaciones aéreas a nivel   nacional,,2999999999.9999623,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,4379495999.999945
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Incremento de la capacidad de seguridad y defensa de la fuerza aerea colombiana  nacional,,4999999999.999937,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,7299159999.999908
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la calidad educativa de las instituciones de educación superior y sus programas en la fuerza aérea colombiana  nacional,,899999999.9999888,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,1313848799.9999838
Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,"Fortalecimiento de los sistemas de armas, auto protección y suministro de armamento aéreo para la fac a nivel  nacional",,26599999999.99967,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,38831531199.99952
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel  nacional,,4999999999.999937,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,7299159999.999908
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,"Optimización de los procesos de control, inspección y vigilancia fortaleciéndola con los sistemas de información de la superintendencia de vigilancia y seguridad privada.   bogotá",,1999999999.999975,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,2919663999.9999638
Generación de bienestar para la fuerza pública y sus familias,Intersubsectorial defensa y seguridad,Fortalecimiento de la prestación de los servicios de salud de los establecimientos de sanidad militar de las fuerzas militares   nacional,,11999999999.99985,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,17517983999.99978
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,"Optimización de los procesos de control, inspección y vigilancia fortaleciéndola con los sistemas de información de la superintendencia de vigilancia y seguridad privada.   bogotá",,7999999999.9999,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,11678655999.999855
"Desarrollo marítimo, fluvial y costero desde el sector defensa",Intersubsectorial defensa y seguridad,Implementación del plan nacional de infraestructura a nivel  nacional - previo concepto  dnp,,12696999999.999842,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,18535486903.99977
"Desarrollo marítimo, fluvial y costero desde el sector defensa",Intersubsectorial defensa y seguridad,Desarrollo de la agenda científica para la autoridad marítima y fluvial a nivel  nacional,,3571999999.999955,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,5214519903.999935
"Desarrollo marítimo, fluvial y costero desde el sector defensa",Intersubsectorial defensa y seguridad,Fortalecimiento del sistema de seguridad integral marítima y fluvial a nivel  nacional,,94180999999.99883,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,137488437591.9983
"Desarrollo marítimo, fluvial y costero desde el sector defensa",Intersubsectorial defensa y seguridad,Optimización de la gestión de los asuntos internacionales de la dirección general marítima a nivel  nacional,,1699999999.9999788,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,2481714399.999969
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel  nacional,,849999999.9999894,1501,Inversión,Ministerio de defensa nacional,15,Defensa y policía,2019,1240857199.9999845
Gastos de personal,Planta de personal permanente,Salario,,4280078000.290391,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,6248194827.319922
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1427854999.999982,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,2084428420.359974
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,280791999.9999965,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,409909146.9439949
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,258551999.99999675,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,377442483.2639953
Gastos de personal,Personal supernumerario y planta temporal,Salario,,11234999.99999986,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,16401212.519999797
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,2268999.9999999716,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,3312358.8079999587
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,165525999.9999979,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,241640151.63199696
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,7136868022.073684,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,10418628318.39987
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,59022999.999999255,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,86163664.13599892
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),1989211999.7095308,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,2903915331.959964
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),15614999.999999804,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,22795276.679999717
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),146640999.99999815,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,214071224.31199732
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Asignaciones de retiro (no de pensiones),2989453526999.6724,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,4364099921226.986
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Auxilios funerarios (no de pensiones),1999999999.999975,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,2919663999.9999638
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Aporte prevision social servicios medicos (no de pensiones),210391439000.14258,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,307136155178.4562
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,"Bienestar social afiliados de la caja de retiro de las fuerzas militares y la caja de sueldos de retiro de la policía nacional, decretos 2002 y 2003 de 1984 (no de pensiones)",209999999.99999738,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,306564719.9999962
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,54999999999.99931,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,80290759999.999
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,23395218000.29015,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,34153087883.799572
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios de venta y de distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",825154999.9999896,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,1204587673.959985
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,"Servicios financieros y servicios conexos, servicios inmobiliarios y servicios de leasing",828119999.9999896,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,1208916075.839985
Gastos de comercialización y producción,Gastos de comercialización y producción,Adquisición de servicios,Servicios prestados a las empresas y servicios de producción,1995566999.7095306,1503,Funcionamiento,Caja de retiro de las fuerzas militares,15,Defensa y policía,2019,2913192564.3199635
