ENTIDAD,CONCEPTO,NACION,PROPIOS,TOTAL
"CORPORACIÓN AGENCIA
NACIONAL DE GOBIERNO
DIGITAL AND",GASTOS DE PERSONAL,0.0,0.0,0.0
"CORPORACIÓN AGENCIA
NACIONAL DE GOBIERNO
DIGITAL AND",INVERSION,0.0,87814.6,87814.6
"CORPORACIÓN AGENCIA
NACIONAL DE GOBIERNO
DIGITAL AND",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AGENCIA
NACIONAL DE GOBIERNO
DIGITAL AND",TRANSFERENCIAS,0.0,43.6,43.6
"CORPORACIÓN AGENCIA
NACIONAL DE GOBIERNO
DIGITAL AND","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,610.0,610.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE BOYACA
(CORPOBOYACA)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE BOYACA
(CORPOBOYACA)",ADQUISICIÓN DE BIENES Y SERVICIOS,75.6,0.0,75.6
"CORPORACIÓN AUTÓNOMA
REGIONAL DE BOYACA
(CORPOBOYACA)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE BOYACA
(CORPOBOYACA)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE BOYACA
(CORPOBOYACA)",GASTOS DE PERSONAL,2968.9,0.0,2968.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DE BOYACA
(CORPOBOYACA)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE BOYACA
(CORPOBOYACA)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE BOYACA
(CORPOBOYACA)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE BOYACA
(CORPOBOYACA)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",28.7,0.0,28.7
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CALDAS
(CORPOCALDAS)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CALDAS
(CORPOCALDAS)",ADQUISICIÓN DE BIENES Y SERVICIOS,42.6,0.0,42.6
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CALDAS
(CORPOCALDAS)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CALDAS
(CORPOCALDAS)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CALDAS
(CORPOCALDAS)",GASTOS DE PERSONAL,5433.9,0.0,5433.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CALDAS
(CORPOCALDAS)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CALDAS
(CORPOCALDAS)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CALDAS
(CORPOCALDAS)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CALDAS
(CORPOCALDAS)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",12.0,0.0,12.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CHIVOR
(CORPOCHIVOR)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CHIVOR
(CORPOCHIVOR)",ADQUISICIÓN DE BIENES Y SERVICIOS,143.1,0.0,143.1
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CHIVOR
(CORPOCHIVOR)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CHIVOR
(CORPOCHIVOR)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CHIVOR
(CORPOCHIVOR)",GASTOS DE PERSONAL,2828.5,0.0,2828.5
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CHIVOR
(CORPOCHIVOR)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CHIVOR
(CORPOCHIVOR)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CHIVOR
(CORPOCHIVOR)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE CHIVOR
(CORPOCHIVOR)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",20.1,0.0,20.1
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA FRONTERA
NORORIENTAL (CORPONOR)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA FRONTERA
NORORIENTAL (CORPONOR)",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA FRONTERA
NORORIENTAL (CORPONOR)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA FRONTERA
NORORIENTAL (CORPONOR)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA FRONTERA
NORORIENTAL (CORPONOR)",GASTOS DE PERSONAL,5521.9,0.0,5521.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA FRONTERA
NORORIENTAL (CORPONOR)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA FRONTERA
NORORIENTAL (CORPONOR)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA FRONTERA
NORORIENTAL (CORPONOR)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA FRONTERA
NORORIENTAL (CORPONOR)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",15.3,0.0,15.3
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA GUAJIRA
(CORPOGUAJIRA)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA GUAJIRA
(CORPOGUAJIRA)",ADQUISICIÓN DE BIENES Y SERVICIOS,410.0,0.0,410.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA GUAJIRA
(CORPOGUAJIRA)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA GUAJIRA
(CORPOGUAJIRA)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA GUAJIRA
(CORPOGUAJIRA)",GASTOS DE PERSONAL,4664.2,0.0,4664.2
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA GUAJIRA
(CORPOGUAJIRA)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA GUAJIRA
(CORPOGUAJIRA)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA GUAJIRA
(CORPOGUAJIRA)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA GUAJIRA
(CORPOGUAJIRA)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",19.0,0.0,19.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA ORINOQUIA
(CORPORINOQUIA)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA ORINOQUIA
(CORPORINOQUIA)",ADQUISICIÓN DE BIENES Y SERVICIOS,72.7,0.0,72.7
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA ORINOQUIA
(CORPORINOQUIA)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA ORINOQUIA
(CORPORINOQUIA)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA ORINOQUIA
(CORPORINOQUIA)",GASTOS DE PERSONAL,2916.1,0.0,2916.1
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA ORINOQUIA
(CORPORINOQUIA)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA ORINOQUIA
(CORPORINOQUIA)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA ORINOQUIA
(CORPORINOQUIA)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LA ORINOQUIA
(CORPORINOQUIA)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",8.1,0.0,8.1
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LOS VALLES DEL
SINÚ Y SAN JORGE (CVS)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LOS VALLES DEL
SINÚ Y SAN JORGE (CVS)",ADQUISICIÓN DE BIENES Y SERVICIOS,823.9,0.0,823.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LOS VALLES DEL
SINÚ Y SAN JORGE (CVS)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LOS VALLES DEL
SINÚ Y SAN JORGE (CVS)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LOS VALLES DEL
SINÚ Y SAN JORGE (CVS)",GASTOS DE PERSONAL,2972.9,0.0,2972.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LOS VALLES DEL
SINÚ Y SAN JORGE (CVS)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LOS VALLES DEL
SINÚ Y SAN JORGE (CVS)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LOS VALLES DEL
SINÚ Y SAN JORGE (CVS)",TRANSFERENCIAS,15.7,0.0,15.7
"CORPORACIÓN AUTÓNOMA
REGIONAL DE LOS VALLES DEL
SINÚ Y SAN JORGE (CVS)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",305.0,0.0,305.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE NARIÑO
(CORPONARINO)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE NARIÑO
(CORPONARINO)",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE NARIÑO
(CORPONARINO)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE NARIÑO
(CORPONARINO)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE NARIÑO
(CORPONARINO)",GASTOS DE PERSONAL,3434.1,0.0,3434.1
"CORPORACIÓN AUTÓNOMA
REGIONAL DE NARIÑO
(CORPONARINO)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE NARIÑO
(CORPONARINO)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE NARIÑO
(CORPONARINO)",TRANSFERENCIAS,135.3,0.0,135.3
"CORPORACIÓN AUTÓNOMA
REGIONAL DE NARIÑO
(CORPONARINO)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",8.5,0.0,8.5
"CORPORACIÓN AUTÓNOMA
REGIONAL DE RISARALDA
(CARDER)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE RISARALDA
(CARDER)",ADQUISICIÓN DE BIENES Y SERVICIOS,154.0,0.0,154.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE RISARALDA
(CARDER)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE RISARALDA
(CARDER)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE RISARALDA
(CARDER)",GASTOS DE PERSONAL,3450.5,0.0,3450.5
"CORPORACIÓN AUTÓNOMA
REGIONAL DE RISARALDA
(CARDER)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE RISARALDA
(CARDER)",SERVICIO DE LA DEUDA,1890.3,0.0,1890.3
"CORPORACIÓN AUTÓNOMA
REGIONAL DE RISARALDA
(CARDER)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE RISARALDA
(CARDER)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",115.9,0.0,115.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SANTANDER (CAS)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SANTANDER (CAS)",ADQUISICIÓN DE BIENES Y SERVICIOS,92.4,0.0,92.4
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SANTANDER (CAS)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SANTANDER (CAS)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SANTANDER (CAS)",GASTOS DE PERSONAL,3127.9,0.0,3127.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SANTANDER (CAS)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SANTANDER (CAS)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SANTANDER (CAS)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SANTANDER (CAS)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",21.8,0.0,21.8
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SUCRE
(CARSUCRE)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SUCRE
(CARSUCRE)",ADQUISICIÓN DE BIENES Y SERVICIOS,176.6,0.0,176.6
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SUCRE
(CARSUCRE)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SUCRE
(CARSUCRE)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SUCRE
(CARSUCRE)",GASTOS DE PERSONAL,3189.2,0.0,3189.2
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SUCRE
(CARSUCRE)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SUCRE
(CARSUCRE)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SUCRE
(CARSUCRE)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DE SUCRE
(CARSUCRE)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",14.7,0.0,14.7
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ALTO
MAGDALENA (CAM)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ALTO
MAGDALENA (CAM)",ADQUISICIÓN DE BIENES Y SERVICIOS,19.9,0.0,19.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ALTO
MAGDALENA (CAM)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ALTO
MAGDALENA (CAM)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ALTO
MAGDALENA (CAM)",GASTOS DE PERSONAL,3426.4,0.0,3426.4
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ALTO
MAGDALENA (CAM)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ALTO
MAGDALENA (CAM)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ALTO
MAGDALENA (CAM)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ALTO
MAGDALENA (CAM)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",16.4,0.0,16.4
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ATLANTICO
(CRA)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ATLANTICO
(CRA)",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ATLANTICO
(CRA)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ATLANTICO
(CRA)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ATLANTICO
(CRA)",GASTOS DE PERSONAL,3156.9,0.0,3156.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ATLANTICO
(CRA)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ATLANTICO
(CRA)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ATLANTICO
(CRA)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL ATLANTICO
(CRA)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",12.5,0.0,12.5
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CANAL DEL
DIQUE (CARDIQUE)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CANAL DEL
DIQUE (CARDIQUE)",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CANAL DEL
DIQUE (CARDIQUE)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CANAL DEL
DIQUE (CARDIQUE)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CANAL DEL
DIQUE (CARDIQUE)",GASTOS DE PERSONAL,3313.0,0.0,3313.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CANAL DEL
DIQUE (CARDIQUE)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CANAL DEL
DIQUE (CARDIQUE)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CANAL DEL
DIQUE (CARDIQUE)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CANAL DEL
DIQUE (CARDIQUE)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",22.8,0.0,22.8
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CAUCA (CRC)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CAUCA (CRC)",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CAUCA (CRC)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CAUCA (CRC)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CAUCA (CRC)",GASTOS DE PERSONAL,8253.6,0.0,8253.6
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CAUCA (CRC)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CAUCA (CRC)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CAUCA (CRC)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CAUCA (CRC)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",16.2,0.0,16.2
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CENTRO DE
ANTIOQUIA (CORANTIOQUIA)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CENTRO DE
ANTIOQUIA (CORANTIOQUIA)",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CENTRO DE
ANTIOQUIA (CORANTIOQUIA)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CENTRO DE
ANTIOQUIA (CORANTIOQUIA)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CENTRO DE
ANTIOQUIA (CORANTIOQUIA)",GASTOS DE PERSONAL,3484.7,0.0,3484.7
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CENTRO DE
ANTIOQUIA (CORANTIOQUIA)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CENTRO DE
ANTIOQUIA (CORANTIOQUIA)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CENTRO DE
ANTIOQUIA (CORANTIOQUIA)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CENTRO DE
ANTIOQUIA (CORANTIOQUIA)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",21.9,0.0,21.9
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CESAR
(CORPOCESAR)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CESAR
(CORPOCESAR)",ADQUISICIÓN DE BIENES Y SERVICIOS,59.2,0.0,59.2
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CESAR
(CORPOCESAR)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CESAR
(CORPOCESAR)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CESAR
(CORPOCESAR)",GASTOS DE PERSONAL,3875.0,0.0,3875.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CESAR
(CORPOCESAR)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CESAR
(CORPOCESAR)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CESAR
(CORPOCESAR)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL CESAR
(CORPOCESAR)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",8.3,0.0,8.3
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL GUAVIO
(CORPOGUAVIO)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL GUAVIO
(CORPOGUAVIO)",ADQUISICIÓN DE BIENES Y SERVICIOS,327.0,0.0,327.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL GUAVIO
(CORPOGUAVIO)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL GUAVIO
(CORPOGUAVIO)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL GUAVIO
(CORPOGUAVIO)",GASTOS DE PERSONAL,755.5,0.0,755.5
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL GUAVIO
(CORPOGUAVIO)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL GUAVIO
(CORPOGUAVIO)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL GUAVIO
(CORPOGUAVIO)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL GUAVIO
(CORPOGUAVIO)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL MAGDALENA
(CORPAMAG)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL MAGDALENA
(CORPAMAG)",ADQUISICIÓN DE BIENES Y SERVICIOS,80.2,0.0,80.2
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL MAGDALENA
(CORPAMAG)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL MAGDALENA
(CORPAMAG)",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL MAGDALENA
(CORPAMAG)",GASTOS DE PERSONAL,6723.3,0.0,6723.3
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL MAGDALENA
(CORPAMAG)",INVERSION,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL MAGDALENA
(CORPAMAG)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL MAGDALENA
(CORPAMAG)",TRANSFERENCIAS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL MAGDALENA
(CORPAMAG)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",23.0,0.0,23.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL QUINDIO (CRQ)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AUTÓNOMA
REGIONAL DEL QUINDIO (CRQ)",ADQUISICIÓN DE BIENES Y SERVICIOS,280.0,0.0,280.0
